row_num,id,P@1,idx_correct_sentence,AP,EM,F1
417,56bf91c6a10cfb1400551182,1.0,0,1.0,0,0
278,56cef8faaab44d1400b88d68,1.0,0,1.0,0,0
408,56d4b9702ccc5a1400d83172,1.0,0,1.0,0,0
308,56bf725c3aeaaa14008c9647,1.0,0,1.0,0,0.222222222222
532,56bfa087a10cfb14005511dd,1.0,0,1.0,0,0
371,56d462f82ccc5a1400d83121,0.0,3,0.25,0,0
838,56bec8a13aeaaa14008c943f,1.0,0,1.0,0,0
989,56bed3e63aeaaa14008c94e1,1.0,0,1.0,0,0
97,57338724d058e614000b5ca0,0.0,3,0.25,0,0
200,5733849bd058e614000b5c56,1.0,0,1.0,0,0
882,56d4eaca2ccc5a1400d83347,1.0,0,1.0,0,0
876,56beca973aeaaa14008c947b,1.0,0,1.0,1,1.0
736,56d4dfc82ccc5a1400d832cc,1.0,0,1.0,0,0
641,56d4d2f12ccc5a1400d8326d,1.0,0,1.0,0,0
782,56bec3ea3aeaaa14008c93a3,0.0,4,0.2,0,0.125
223,5733c1a94776f419006611aa,1.0,0,1.0,0,0
865,56bfd351a10cfb1400551312,1.0,0,1.0,0,0
690,56d4d9392ccc5a1400d8329e,1.0,0,1.0,0,0
628,56bfacdda10cfb140055122d,1.0,0,1.0,0,0
78,5733b699d058e614000b6118,0.0,2,0.333333333333,0,0
862,56bec9f13aeaaa14008c9469,0.0,1,0.5,0,0
844,56d4e8512ccc5a1400d83327,1.0,0,1.0,0,0
833,56bfcd33a10cfb14005512f2,1.0,0,1.0,0,0
581,56bfa761a10cfb1400551202,1.0,0,1.0,0,0
235,5733c4494776f419006611db,1.0,0,1.0,0,0
303,56be88473aeaaa14008c9084,1.0,0,1.0,0,0
555,56bfa3cca10cfb14005511ef,1.0,0,1.0,0,0.857142857143
525,56be9bb83aeaaa14008c915c,1.0,0,1.0,0,0
83,5733b7f74776f4190066112d,1.0,0,1.0,0,0.444444444444
426,56be932e3aeaaa14008c90fc,0.0,2,0.333333333333,0,0
963,56d4f63e2ccc5a1400d8338c,0.0,1,0.5,0,0
791,56bec4de3aeaaa14008c93bd,1.0,0,1.0,0,0
797,56d4e5022ccc5a1400d832fb,1.0,0,1.0,0,0
643,56d4d2f12ccc5a1400d83270,1.0,0,1.0,0,0
392,56bf8c8aa10cfb140055116e,0.0,2,0.333333333333,0,0
508,56d4c2b22ccc5a1400d831f2,1.0,0,1.0,0,0.222222222222
782,56bec3ea3aeaaa14008c93a3,0.0,4,0.2,0,0.125
139,573398164776f41900660e22,1.0,0,1.0,0,0
196,573383e94776f41900660c5b,0.0,1,0.583333333333,0,0
95,57338724d058e614000b5c9d,1.0,0,1.0,0,0
960,56bfe0a9a10cfb1400551361,1.0,0,1.0,0,0.25
190,573383494776f41900660c41,1.0,0,1.0,0,0.75
537,56d4c4e72ccc5a1400d8321c,1.0,0,1.0,0,0
402,56be90ee3aeaaa14008c90e7,0.0,2,0.333333333333,0,0
942,56bfdd3fa10cfb140055134f,1.0,0,1.0,0,0
998,56bed4553aeaaa14008c94e8,0.0,1,0.5,0,0
467,56bf99aca10cfb14005511a9,0.0,1,0.5,0,0
247,5733ca05d058e614000b6266,0.0,1,0.5,0,0
75,5733b5df4776f41900661107,1.0,0,1.0,0,0
223,5733c1a94776f419006611aa,1.0,0,1.0,0,0
358,56d45fcb2ccc5a1400d830f9,1.0,0,1.0,0,0.333333333333
568,56bfa5b3a10cfb14005511fb,1.0,0,1.0,0,0
999,56bfe7eaa10cfb1400551387,1.0,0,1.0,0,0
183,5733b496d058e614000b60d1,1.0,0,1.0,0,0
198,573383e94776f41900660c5d,1.0,0,1.0,0,0
272,56bf6b0f3aeaaa14008c9601,0.0,1,0.5,0,0
950,56bed22d3aeaaa14008c94c4,1.0,0,1.0,0,0.8
883,56d4eaca2ccc5a1400d83348,1.0,0,1.0,0,0.166666666667
276,56bf6b0f3aeaaa14008c9605,0.0,1,0.5,0,0
594,56bfa8bba10cfb140055120f,1.0,0,1.0,0,0.235294117647
840,56bec8a13aeaaa14008c9441,1.0,0,1.0,0,0
587,56d4ceac2ccc5a1400d83243,1.0,0,1.0,0,0
536,56d4c4e72ccc5a1400d8321b,1.0,0,1.0,0,0.235294117647
478,56be973d3aeaaa14008c9124,0.0,2,0.333333333333,0,0
30,5733ac31d058e614000b5ff6,1.0,0,1.0,0,0
682,56beb50f3aeaaa14008c926f,1.0,0,1.0,0,0.5
220,5733c1a94776f419006611a7,0.0,1,0.5,0,0
11,5733bed24776f41900661189,0.0,1,0.45,0,0
800,56bec5d53aeaaa14008c93d9,1.0,0,1.0,0,0.133333333333
925,56bed1243aeaaa14008c94b4,0.0,1,0.638888888889,0,0
476,56be973d3aeaaa14008c9122,1.0,0,1.0,0,0.235294117647
462,56be96653aeaaa14008c9117,1.0,0,1.0,0,0
766,56bfc0a7a10cfb14005512af,1.0,0,1.0,0,0
9,5733bf84d058e614000b61c1,0.0,2,0.333333333333,0,0
273,56bf6b0f3aeaaa14008c9602,0.0,2,0.333333333333,0,0
827,56d4e7eb2ccc5a1400d83318,1.0,0,1.0,0,0
840,56bec8a13aeaaa14008c9441,1.0,0,1.0,0,0
579,56bea1f53aeaaa14008c9191,1.0,0,1.0,0,0.222222222222
310,56d43f7e2ccc5a1400d830c8,1.0,0,1.0,0,0.222222222222
79,5733b699d058e614000b6119,1.0,0,0.833333333333,0,0
939,56bfdd3fa10cfb140055134b,1.0,0,1.0,0,0.555555555556
421,56d4baf92ccc5a1400d8317e,1.0,0,1.0,0,0
606,56d4d0c32ccc5a1400d8324f,1.0,0,1.0,0,0.571428571429
510,56d4c2b22ccc5a1400d831f4,1.0,0,1.0,0,0
271,56be85543aeaaa14008c9066,0.0,1,0.5,0,0
612,56bea8463aeaaa14008c91ac,0.0,1,0.5,0,0
116,5733926d4776f41900660d8d,0.0,-1,0.0,0,0
650,56bfafdba10cfb1400551241,1.0,0,1.0,0,0.4
956,56d4f5d32ccc5a1400d83383,1.0,0,1.0,0,0
794,56bfc563a10cfb14005512ca,1.0,0,1.0,0,0
13,5733bed24776f4190066118b,1.0,0,1.0,0,0
269,56be85543aeaaa14008c9063,0.0,1,0.5,0,0
690,56d4d9392ccc5a1400d8329e,1.0,0,1.0,0,0
619,56d4d18d2ccc5a1400d83259,0.0,1,0.5,0,0
251,5733caf74776f4190066124e,1.0,0,1.0,0,0
849,56bec94f3aeaaa14008c9450,1.0,0,1.0,0,0
388,56be8fdf3aeaaa14008c90de,0.0,2,0.333333333333,0,0
609,56d4d0c32ccc5a1400d83252,1.0,0,1.0,0,0
654,56beb0683aeaaa14008c9213,1.0,0,1.0,0,0
756,56d4e0e92ccc5a1400d832db,1.0,0,1.0,0,0
6,5733bf84d058e614000b61bf,0.0,3,0.325,0,0
344,56bf79c73aeaaa14008c9671,1.0,0,1.0,0,0
37,5733ad384776f41900660fef,0.0,1,0.5,0,0
55,5733b1da4776f41900661069,1.0,0,1.0,0,0
279,56cef8faaab44d1400b88d6a,1.0,0,1.0,0,0.16
941,56bfdd3fa10cfb140055134e,0.0,1,0.5,0,0.285714285714
810,56d4e5922ccc5a1400d83303,1.0,0,1.0,0,0
546,56d4c6b02ccc5a1400d83223,1.0,0,1.0,0,0
714,56d4dd502ccc5a1400d832b0,1.0,0,1.0,0,0
236,5733c4494776f419006611dc,1.0,0,1.0,0,0
115,5733926d4776f41900660d91,1.0,0,1.0,0,0
121,573393184776f41900660da7,1.0,0,1.0,0,0
981,56bfe4dfa10cfb1400551375,1.0,0,1.0,0,0.666666666667
948,56bed22d3aeaaa14008c94c2,1.0,0,1.0,0,0.285714285714
759,56bec29b3aeaaa14008c937f,1.0,0,1.0,0,0
12,5733bed24776f4190066118a,0.0,2,0.333333333333,0,0
802,56bec5d53aeaaa14008c93db,1.0,0,1.0,0,0
384,56be8fdf3aeaaa14008c90da,1.0,0,1.0,0,0
168,5733a4c54776f41900660f2f,0.0,1,0.5,0,0
816,56bfc87ca10cfb14005512e0,1.0,0,1.0,0,0
541,56bfa24ea10cfb14005511e3,1.0,0,1.0,0,0
905,56bfd8bda10cfb140055132e,1.0,0,1.0,0,0
82,5733b699d058e614000b611c,0.0,1,0.5,0,0
460,56d4bf242ccc5a1400d831c2,1.0,0,1.0,0,0
942,56bfdd3fa10cfb140055134f,1.0,0,1.0,0,0
477,56be973d3aeaaa14008c9123,0.0,3,0.25,0,0
967,56bed32f3aeaaa14008c94d0,1.0,0,1.0,0,0
427,56bf940da10cfb1400551189,1.0,0,1.0,0,0
920,56d4ec422ccc5a1400d83362,1.0,0,0.833333333333,0,0
89,57338653d058e614000b5c81,1.0,0,1.0,0,0
